model,fraction,seed,epoch,train_loss,train_acc,val_loss,val_acc,test_acc
cnn,0.01,1,1,2.241034,0.2,2.27637,0.174,
cnn,0.01,1,2,1.913056,0.342222,2.233167,0.169,
cnn,0.01,1,3,1.774953,0.404444,2.192683,0.1646,
cnn,0.01,1,4,1.655301,0.426667,2.171051,0.1804,
cnn,0.01,1,5,1.577154,0.477778,2.143989,0.184,
cnn,0.01,1,6,1.465969,0.544444,2.063815,0.1972,
cnn,0.01,1,7,1.389448,0.577778,1.987525,0.2226,
cnn,0.01,1,8,1.330928,0.6,1.874665,0.2932,
cnn,0.01,1,9,1.225068,0.642222,1.860843,0.304,
cnn,0.01,1,10,1.130919,0.697778,1.868659,0.3252,
cnn,0.01,1,11,1.046952,0.74,1.808011,0.3394,
cnn,0.01,1,12,0.953506,0.775556,1.800023,0.3462,
cnn,0.01,1,13,0.881362,0.811111,1.804831,0.3346,
cnn,0.01,1,14,0.792766,0.844444,1.813711,0.3424,
cnn,0.01,1,15,0.702526,0.895556,1.772617,0.3584,
cnn,0.01,1,16,0.63792,0.917778,1.778894,0.3516,
cnn,0.01,1,17,0.551367,0.942222,1.784946,0.3562,
cnn,0.01,1,18,0.513838,0.933333,1.826568,0.3766,
cnn,0.01,1,19,0.459345,0.966667,1.727206,0.3846,
cnn,0.01,1,20,0.405511,0.971111,1.748982,0.381,
cnn,0.01,1,21,0.354842,0.982222,1.705525,0.3974,
cnn,0.01,1,22,0.316964,0.98,1.773623,0.3768,
cnn,0.01,1,23,0.279872,0.984444,1.746689,0.3872,
cnn,0.01,1,24,0.237895,0.993333,1.753108,0.3798,
cnn,0.01,1,25,0.212093,0.997778,1.743805,0.3828,
cnn,0.01,1,26,0.196424,0.997778,1.732624,0.3856,
cnn,0.01,1,27,0.191498,0.993333,1.759616,0.3804,
cnn,0.01,1,28,0.146881,1.0,1.756438,0.3956,
cnn,0.01,1,29,0.141365,1.0,1.74462,0.3948,
cnn,0.01,1,30,0.13371,1.0,1.739809,0.3892,
cnn,0.01,1,31,0.118846,1.0,1.739089,0.3878,
cnn,0.01,1,32,0.106254,1.0,1.740281,0.3944,
cnn,0.01,1,33,0.102434,1.0,1.741397,0.4046,
cnn,0.01,1,34,0.09693,1.0,1.723169,0.398,
cnn,0.01,1,35,0.090733,1.0,1.747103,0.391,
cnn,0.01,1,36,0.085291,1.0,1.743109,0.3956,
cnn,0.01,1,37,0.082529,1.0,1.744078,0.4012,
cnn,0.01,1,38,0.079705,1.0,1.738342,0.4,
cnn,0.01,1,39,0.083984,1.0,1.7271,0.398,
cnn,0.01,1,40,0.079292,1.0,1.734219,0.3972,
cnn,0.01,1,41,0.075363,1.0,1.734755,0.3954,
cnn,0.01,1,42,0.077618,1.0,1.732838,0.397,
cnn,0.01,1,43,0.076688,1.0,1.730931,0.401,
cnn,0.01,1,44,0.076021,1.0,1.731869,0.3978,
cnn,0.01,1,45,0.072482,1.0,1.730966,0.3968,
cnn,0.01,1,46,0.08238,1.0,1.732812,0.4002,
cnn,0.01,1,47,0.076963,1.0,1.732132,0.4006,
cnn,0.01,1,48,0.070082,1.0,1.732346,0.4018,
cnn,0.01,1,49,0.07748,1.0,1.73277,0.4004,
cnn,0.01,1,50,0.07211,1.0,1.734191,0.399,
cnn,0.01,1,FINAL,,,,0.4046,0.4016
cnn,0.01,2,1,2.224191,0.18,2.277888,0.1582,
cnn,0.01,2,2,1.925289,0.331111,2.238098,0.153,
cnn,0.01,2,3,1.78886,0.362222,2.20639,0.1722,
cnn,0.01,2,4,1.67768,0.411111,2.185154,0.1888,
cnn,0.01,2,5,1.582409,0.475556,2.099816,0.2204,
cnn,0.01,2,6,1.496334,0.495556,2.070957,0.222,
cnn,0.01,2,7,1.41643,0.548889,1.881476,0.2862,
cnn,0.01,2,8,1.320207,0.604444,1.921204,0.2806,
cnn,0.01,2,9,1.243662,0.66,1.817765,0.3314,
cnn,0.01,2,10,1.179455,0.66,1.874014,0.302,
cnn,0.01,2,11,1.064207,0.722222,1.789929,0.3342,
cnn,0.01,2,12,0.968867,0.795556,1.844549,0.3048,
cnn,0.01,2,13,0.881757,0.831111,1.726317,0.3756,
cnn,0.01,2,14,0.805221,0.86,1.71113,0.3814,
cnn,0.01,2,15,0.719224,0.875556,1.744094,0.3624,
cnn,0.01,2,16,0.636842,0.933333,1.848192,0.3374,
cnn,0.01,2,17,0.545326,0.966667,1.72478,0.3766,
cnn,0.01,2,18,0.473278,0.96,1.813204,0.33,
cnn,0.01,2,19,0.422356,0.971111,1.782147,0.3596,
cnn,0.01,2,20,0.356818,0.982222,1.691983,0.3922,
cnn,0.01,2,21,0.319961,0.988889,1.704468,0.3886,
cnn,0.01,2,22,0.279923,0.993333,1.726285,0.3814,
cnn,0.01,2,23,0.232726,1.0,1.804182,0.3708,
cnn,0.01,2,24,0.208707,0.997778,1.691167,0.4,
cnn,0.01,2,25,0.184035,0.997778,1.726312,0.3938,
cnn,0.01,2,26,0.166243,1.0,1.719526,0.3944,
cnn,0.01,2,27,0.152662,1.0,1.716927,0.3994,
cnn,0.01,2,28,0.132674,1.0,1.707968,0.4062,
cnn,0.01,2,29,0.124866,1.0,1.693882,0.4014,
cnn,0.01,2,30,0.108675,1.0,1.717688,0.3892,
cnn,0.01,2,31,0.101043,1.0,1.701757,0.3984,
cnn,0.01,2,32,0.0947,1.0,1.708637,0.3952,
cnn,0.01,2,33,0.102071,1.0,1.695561,0.403,
cnn,0.01,2,34,0.084785,1.0,1.698727,0.396,
cnn,0.01,2,35,0.09101,1.0,1.724359,0.3994,
cnn,0.01,2,36,0.07959,1.0,1.711373,0.4024,
cnn,0.01,2,37,0.078774,1.0,1.696846,0.4022,
cnn,0.01,2,38,0.076677,1.0,1.699099,0.3998,
cnn,0.01,2,39,0.074556,1.0,1.70276,0.4048,
cnn,0.01,2,40,0.068996,1.0,1.70684,0.4024,
cnn,0.01,2,41,0.068523,1.0,1.705667,0.3996,
cnn,0.01,2,42,0.07191,1.0,1.706177,0.4018,
cnn,0.01,2,43,0.068,1.0,1.705388,0.4034,
cnn,0.01,2,44,0.071944,1.0,1.707908,0.4018,
cnn,0.01,2,45,0.0665,1.0,1.708986,0.4014,
cnn,0.01,2,46,0.064008,1.0,1.707518,0.4016,
cnn,0.01,2,47,0.065576,1.0,1.707832,0.401,
cnn,0.01,2,48,0.067194,1.0,1.707274,0.4026,
cnn,0.01,2,49,0.070005,1.0,1.706486,0.4018,
cnn,0.01,2,50,0.064474,1.0,1.705884,0.4024,
cnn,0.01,2,FINAL,,,,0.4062,0.4001
cnn,0.01,3,1,2.261266,0.146667,2.285809,0.1194,
cnn,0.01,3,2,1.950596,0.297778,2.26756,0.1162,
cnn,0.01,3,3,1.805734,0.344444,2.252101,0.1456,
cnn,0.01,3,4,1.713422,0.442222,2.195539,0.1748,
cnn,0.01,3,5,1.625263,0.482222,2.243526,0.179,
cnn,0.01,3,6,1.531046,0.513333,2.179335,0.1978,
cnn,0.01,3,7,1.431524,0.568889,2.09267,0.24,
cnn,0.01,3,8,1.330225,0.635556,1.942197,0.2728,
cnn,0.01,3,9,1.255505,0.637778,1.948146,0.2822,
cnn,0.01,3,10,1.171747,0.693333,1.847069,0.312,
cnn,0.01,3,11,1.088692,0.702222,2.032442,0.292,
cnn,0.01,3,12,1.012624,0.746667,1.863252,0.3048,
cnn,0.01,3,13,0.891368,0.802222,1.798068,0.3544,
cnn,0.01,3,14,0.818229,0.84,1.9386,0.3004,
cnn,0.01,3,15,0.756017,0.86,1.807863,0.3522,
cnn,0.01,3,16,0.668378,0.893333,1.760433,0.3814,
cnn,0.01,3,17,0.615582,0.926667,1.822862,0.344,
cnn,0.01,3,18,0.562678,0.937778,1.740638,0.3714,
cnn,0.01,3,19,0.489657,0.955556,1.807068,0.3514,
cnn,0.01,3,20,0.444782,0.971111,1.752397,0.3638,
cnn,0.01,3,21,0.387078,0.988889,1.714634,0.3862,
cnn,0.01,3,22,0.336337,0.986667,1.708572,0.3864,
cnn,0.01,3,23,0.305002,0.993333,1.740778,0.3768,
cnn,0.01,3,24,0.261391,0.991111,1.793443,0.375,
cnn,0.01,3,25,0.242486,0.997778,1.698042,0.393,
cnn,0.01,3,26,0.224662,0.995556,1.743414,0.3868,
cnn,0.01,3,27,0.211481,0.995556,1.722192,0.3974,
cnn,0.01,3,28,0.177977,1.0,1.719047,0.3872,
cnn,0.01,3,29,0.169914,1.0,1.749975,0.3878,
cnn,0.01,3,30,0.147289,1.0,1.775008,0.38,
cnn,0.01,3,31,0.141632,1.0,1.707417,0.3866,
cnn,0.01,3,32,0.126001,1.0,1.712584,0.399,
cnn,0.01,3,33,0.119555,0.997778,1.732875,0.4008,
cnn,0.01,3,34,0.113847,1.0,1.710563,0.4014,
cnn,0.01,3,35,0.107307,1.0,1.700372,0.4022,
cnn,0.01,3,36,0.096268,1.0,1.701484,0.4032,
cnn,0.01,3,37,0.103504,1.0,1.709535,0.4014,
cnn,0.01,3,38,0.100625,1.0,1.7109,0.3984,
cnn,0.01,3,39,0.091974,1.0,1.715309,0.4008,
cnn,0.01,3,40,0.085193,1.0,1.717006,0.4038,
cnn,0.01,3,41,0.087239,1.0,1.713511,0.4028,
cnn,0.01,3,42,0.085363,1.0,1.7132,0.4016,
cnn,0.01,3,43,0.087599,1.0,1.714291,0.4018,
cnn,0.01,3,44,0.084381,1.0,1.714318,0.4042,
cnn,0.01,3,45,0.083291,1.0,1.71433,0.405,
cnn,0.01,3,46,0.082998,1.0,1.713479,0.405,
cnn,0.01,3,47,0.08343,1.0,1.713077,0.4052,
cnn,0.01,3,48,0.081628,1.0,1.712654,0.4058,
cnn,0.01,3,49,0.078112,1.0,1.71306,0.407,
cnn,0.01,3,50,0.081267,1.0,1.713836,0.4066,
cnn,0.01,3,FINAL,,,,0.407,0.4182
cnn,0.05,1,1,1.985671,0.271111,2.073248,0.193,
cnn,0.05,1,2,1.710559,0.367111,1.750812,0.3338,
cnn,0.05,1,3,1.600387,0.415556,1.886312,0.303,
cnn,0.05,1,4,1.487157,0.466222,1.653488,0.3888,
cnn,0.05,1,5,1.388882,0.524,1.616503,0.401,
cnn,0.05,1,6,1.292511,0.556,1.596732,0.4148,
cnn,0.05,1,7,1.216418,0.582222,1.552958,0.4254,
cnn,0.05,1,8,1.168245,0.604,1.554767,0.4452,
cnn,0.05,1,9,1.065075,0.652889,1.586838,0.4454,
cnn,0.05,1,10,0.99569,0.676,1.751133,0.403,
cnn,0.05,1,11,0.913474,0.713333,1.530392,0.4452,
cnn,0.05,1,12,0.798412,0.757333,1.494655,0.4876,
cnn,0.05,1,13,0.69519,0.795556,1.486467,0.4778,
cnn,0.05,1,14,0.580132,0.856889,1.534904,0.4842,
cnn,0.05,1,15,0.523025,0.873333,1.930478,0.3926,
cnn,0.05,1,16,0.437207,0.911111,1.464212,0.502,
cnn,0.05,1,17,0.343498,0.940889,1.493392,0.4858,
cnn,0.05,1,18,0.261586,0.971556,1.450169,0.5192,
cnn,0.05,1,19,0.213789,0.978667,1.513543,0.492,
cnn,0.05,1,20,0.167761,0.984444,1.509464,0.5012,
cnn,0.05,1,21,0.120614,0.994667,1.403966,0.5346,
cnn,0.05,1,22,0.096648,0.997333,1.479693,0.5132,
cnn,0.05,1,23,0.077501,0.999556,1.532275,0.5084,
cnn,0.05,1,24,0.058117,0.999556,1.480143,0.5268,
cnn,0.05,1,25,0.049034,0.999556,1.443779,0.5202,
cnn,0.05,1,26,0.040896,1.0,1.426949,0.5336,
cnn,0.05,1,27,0.036058,1.0,1.435109,0.5406,
cnn,0.05,1,28,0.033362,1.0,1.451336,0.5368,
cnn,0.05,1,29,0.028863,1.0,1.473843,0.5246,
cnn,0.05,1,30,0.025554,1.0,1.42838,0.5404,
cnn,0.05,1,31,0.023647,1.0,1.442987,0.5394,
cnn,0.05,1,32,0.02195,1.0,1.456459,0.5398,
cnn,0.05,1,33,0.021168,1.0,1.451308,0.5362,
